HTER,FAR,FRR,Balanced Accuracy,AUC,loss
0.28456653367924745,0.3589660339570688,0.21016703340142612,0.7154334663136424,0.7918457804947603,0.54277730884552
0.20803882308221255,0.22338994869195122,0.19268769747247386,0.7919611769125898,0.8790945043512364,0.43561370757222173
0.17112982509522806,0.15733638808254466,0.18492326210791143,0.8288701749004941,0.9120961865436603,0.3759982922554016
0.15171750399766076,0.13434172554148816,0.16909328245383337,0.8482824959985458,0.9263516312867431,0.3449847827762365
0.14095509736001077,0.12375806170164202,0.15815213301837955,0.8590449026364652,0.934642837756559,0.3252688939899206
0.13330329764756194,0.11229426433635176,0.15431233095877211,0.8666967023491057,0.9391191802872865,0.3130466672182083
0.12921815226651903,0.11060567981627027,0.14783062471676778,0.8707818477302544,0.9421577009981794,0.3055471910089254
0.12487268997978258,0.10241582175234909,0.14732955820721608,0.8751273100170978,0.9459340370168661,0.2944755075573921
0.12068169912486659,0.09891068624027442,0.14245271200945878,0.8793183008721162,0.9478693614238605,0.2891141534090042
0.11722065907393064,0.09565021636119837,0.1387911017866629,0.8827793409231406,0.9511153936797019,0.2800690677434206
0.11488986853677002,0.09169377032545174,0.13808596674808832,0.8851101314603596,0.9519857206069147,0.2769462512642145
0.11319688610142133,0.08956487105223626,0.1368289011506064,0.8868031138957475,0.9537432657860213,0.27190473403930665
0.11169314262509222,0.08873489605261714,0.1346513891975673,0.8883068573721171,0.9541930961665682,0.27016803865730765
0.1089744259016964,0.08741494054967933,0.13053391125371347,0.8910255740955789,0.9559343673739167,0.26500901396870613
0.1070549215284801,0.0857257377602654,0.1283841052966948,0.8929450784688459,0.9575563169692066,0.26010194301009176
0.10770855817255329,0.08596031448680992,0.12945680185829667,0.8922914418247544,0.9578362825732079,0.25988712512105705
0.10687069428442936,0.08224772021038562,0.1314936683584731,0.8931293057129015,0.9578331004732032,0.25869569570869205
0.10336037511606415,0.08043679252154134,0.12628395771058695,0.8966396248813528,0.9597235027280019,0.25255952193140985
0.10243314997253189,0.07813044994573395,0.12673584999932982,0.8975668500249064,0.9606054342377923,0.2496262081131339
0.10029402093936525,0.0772626381006743,0.1233254037780562,0.8997059790581272,0.9617332582235419,0.24553031730353833
0.10064748905013413,0.07589553732049491,0.12539944077977333,0.8993525109473514,0.9612436928029595,0.2470341141074896
0.09830918835220329,0.07484376176304887,0.12177461494135772,0.9016908116453424,0.9627763517078115,0.24158484536260366
0.0982835910525739,0.07273452894483215,0.12383265316031565,0.9017164089449687,0.9628263582351102,0.2410224169880152
0.09695184790961674,0.07090409590232508,0.1229995999169084,0.9030481520879601,0.9640705519975126,0.2368670997545123
0.09597441925958533,0.07059703352684539,0.12135180499232529,0.9040255807380146,0.9648906839413333,0.23469159680902957
0.09525416056697258,0.07144470942459032,0.11906361170935484,0.9047458394306497,0.9650302157069105,0.23422089302837848
0.0941742160547686,0.06969803370611713,0.11865039840342007,0.9058257839428802,0.9660624709353796,0.2304430496379733
0.09313661808151318,0.06934196656955925,0.1169312695934671,0.9068633819161618,0.9661487855751736,0.22992990160882473
0.09111375220251172,0.06815849415363424,0.11406901025138921,0.9088862477952122,0.9670791937308403,0.22698526998460292
0.09365094483716141,0.07014383989818276,0.11715804977614004,0.9063490551604989,0.9666025510270755,0.22841703862026333
0.09208125353495986,0.06807370687326439,0.11608880019665531,0.9079187464627401,0.9669273739513962,0.22786110484153033
0.0910578252738963,0.06555292357397947,0.11656272697381315,0.9089421747238267,0.9673807903513176,0.22483535535931587
0.09131415685574704,0.06578586563465572,0.11684244807683837,0.9086858431419694,0.9677763114039345,0.2238273296251893
0.09128843862701577,0.06495328273177142,0.11762359452226014,0.9087115613707044,0.967251183631613,0.22529619633704423
0.09150657908229029,0.06683131267607566,0.11618184548850494,0.9084934209154218,0.9675344959845869,0.22478957536518573
0.08951312383437088,0.06591153451689266,0.11311471315184908,0.9104868761633926,0.9682068996805578,0.22244045669734477
0.08665681972300684,0.06279466345514106,0.11051897599087263,0.9133431802748297,0.9696321621231416,0.21703652708530427
0.08921079554634812,0.06351257330127441,0.1149090177914218,0.9107892044514188,0.968718732128407,0.22010796385109424
0.08945867320895978,0.06497822310452964,0.11393912331338991,0.9105413267888091,0.9682530640176059,0.22222657543569804
0.08768943245542164,0.06377583046516745,0.11160303444567583,0.9123105675423897,0.9694419063231964,0.21744083372801543
0.08674979872251302,0.060002974123624396,0.11349662332140166,0.9132502012753134,0.9700534305903123,0.21447402385026215
0.08523807700679466,0.06071366057211088,0.10976249344147843,0.9147619229910757,0.9701145926835311,0.213894877050817
0.08516626811598157,0.06046639094971183,0.10986614528225132,0.9148337318818882,0.9713084512390243,0.2103009658664465
0.08496150398740321,0.06038122361137222,0.1095417843634342,0.9150384960104734,0.9707270296554933,0.21246542770266533
0.08401744449214474,0.058350351146626726,0.10968453783766276,0.9159825555057535,0.9711919993725546,0.2100033042907715
0.08580368122652454,0.06028830271634496,0.11131905973670413,0.9141963187713321,0.9701645401000392,0.21419299941807984
0.08323870064255902,0.05879856186810151,0.10767883941701653,0.9167612993553602,0.9721262299605808,0.20673013509362936
0.08432187783987488,0.05770613763031107,0.11093761804943869,0.9156781221580126,0.9714414174966159,0.20886076227426528
0.08313889800729485,0.05756151230102117,0.10871628371356852,0.9168611019906279,0.9715953839494172,0.20800709503293038
0.0834336999486612,0.05845905850796013,0.10840834138936228,0.9165663000492585,0.971465925290991,0.2090507841657847
