HTER,FAR,FRR,Balanced Accuracy,AUC,loss
0.28766288379168803,0.3441735093632123,0.23115225822016383,0.712337116201125,0.7898886842332163,0.5466655960917473
0.20297464333316156,0.20051856098824467,0.20543072567807844,0.797025356661766,0.8852846129726037,0.4247532514035702
0.16553866473137505,0.14376781160582552,0.18730951785692457,0.8344613352644883,0.9159681864145613,0.3682441188812256
0.14824665375879245,0.1272149364268892,0.1692783710906957,0.8517533462375037,0.9284556909196584,0.34070633583664894
0.14025718831324216,0.11720118076456694,0.1633131958619174,0.8597428116832534,0.93552673440892,0.3227856137543917
0.13024615768185288,0.10841444191186693,0.15207787345183882,0.8697538423148929,0.9424408055028026,0.30479941141307354
0.1265276823197203,0.10215361633008456,0.15090174830935607,0.8734723176771155,0.9445258088022546,0.29857775176763535
0.12353576703067684,0.09975455820227022,0.14731697585908346,0.8764642329662373,0.9466102734797961,0.29273105345964434
0.11889398939043518,0.09656545544806955,0.1412225233328008,0.8811060106065913,0.9490864781073745,0.2856055383294821
0.11736241617501283,0.09380138521865063,0.14092344713137506,0.8826375838220525,0.9512140012105377,0.27948935254216195
0.11146873694194254,0.08687403265048495,0.1360634412334001,0.8885312630552712,0.9541811977950428,0.27048617462515834
0.10941352861872086,0.0878378378356397,0.13098921940180203,0.8905864713785456,0.9552854011927681,0.26764690465033053
0.10639461897142569,0.08527229279121439,0.127516945151637,0.8936053810259188,0.9572361434795146,0.2614650163829327
0.10737533898868665,0.08224135779153273,0.13250932018584058,0.8926246610086292,0.9573093512243694,0.26031211918741465
0.10487165292582165,0.0831603950473019,0.12658291080434142,0.8951283470715579,0.9590496695919446,0.2553729242950678
0.10503358326603293,0.081165504658491,0.12890166187357488,0.8949664167313423,0.9590310370123187,0.2551179823845625
0.10304481786654346,0.07958391399363966,0.12650572173944727,0.896955182130879,0.9600652438079155,0.2514029983319342
0.10163459815742162,0.0805788232913533,0.12269037302348995,0.8983654018400403,0.9607286980958494,0.2494442462414503
0.10085381921271652,0.07855333450180449,0.12315430392362854,0.8991461807847652,0.9613566318294654,0.2473201997682452
0.09888468879975258,0.07454282724414413,0.12322655035536104,0.9011153111977744,0.9619776330865412,0.24487376776635647
0.09727112447920058,0.07366422701087443,0.12087802194752674,0.9027288755183684,0.9633285257980123,0.24013505621105433
0.09688224362909334,0.06978881987404251,0.12397566738414419,0.9031177563684816,0.9639883061442628,0.2366505366116762
0.09406043895770393,0.0683703372555414,0.11975054065986646,0.9059395610399414,0.9650701044311927,0.23338345613330602
0.09498917602682155,0.07176216541777326,0.11821618663586986,0.9050108239708073,0.9650241533808913,0.23460127033740283
0.0943973852388347,0.07138384470704111,0.1174109257706283,0.9056026147588077,0.9653467381766921,0.23321116028130054
0.09338763194622365,0.0706662677022076,0.1161089961902397,0.9066123680514413,0.9658820009769828,0.2312232220441103
0.09443308438157699,0.07097258730577112,0.11789358145738285,0.9055669156160642,0.9651116238628599,0.2332031105786562
0.0937231728057798,0.06989746032366692,0.11754888528789266,0.90627682719188,0.9655779726188308,0.2318110205501318
0.08984758913879864,0.06642608262652001,0.11326909565107726,0.9101524108589536,0.9677281510903434,0.22341977084726095
0.09120998789406509,0.06654564444168438,0.11587433134644581,0.9087900121036525,0.9674080301270143,0.2245345614403486
0.09125653202152643,0.06715515938794493,0.11535790465510794,0.9087434679761974,0.9676413947276976,0.22480779246538876
0.09104874385409464,0.06751128513186744,0.11458620257632186,0.9089512561436288,0.9673138338789734,0.2253884894043207
0.08929552154947078,0.06540147439566145,0.1131895687032801,0.9107044784482956,0.9680263965711638,0.2225751056343317
0.08982708128747234,0.06533920352047881,0.11431495905446587,0.9101729187102835,0.9682669913137217,0.22223371794819832
0.08908244723506387,0.06374114359685308,0.11442375087327467,0.9109175527627089,0.968517650869991,0.22088958254754543
0.09053451710554297,0.0643200557989109,0.11674897841217506,0.9094654828921924,0.9673346772602744,0.22484275925084948
0.08795730574931382,0.0643127048856557,0.11160190661297192,0.9120426942484889,0.9696271519644183,0.21664728684425355
0.08753118388101475,0.06239267315242546,0.11266969460960403,0.9124688161167953,0.9691991961637698,0.21791498418748378
0.08872880830403679,0.06454429779535081,0.11291331881272275,0.9112711916937449,0.9691645715391339,0.21859799263328314
0.08749003967523478,0.06310850145380136,0.1118715778966682,0.9125099603225812,0.9692301638636374,0.21789336710423232
0.08694058991956333,0.059715639808937,0.11416554003018964,0.9130594100782627,0.9693316917787215,0.21784319209232927
0.08596868965351559,0.060177079684353534,0.11176029962267764,0.9140313103443366,0.9701999176783109,0.21415460447371007
0.08791161101650424,0.06204805804582044,0.11377516398718804,0.9120883889812952,0.9700974569137867,0.21488784754425289
0.08418692721877963,0.0596297126894513,0.10874414174810797,0.9158130727791147,0.9712219813386017,0.2103160709798336
0.08329828246682854,0.057265106095742056,0.10933145883791501,0.9167017175310868,0.9715821571429285,0.20873931198567153
0.08348291141103281,0.05972434915623417,0.10724147366583145,0.9165170885868836,0.9716527034211961,0.20885214825421572
0.08389724092989566,0.05875452389719819,0.10903995796259314,0.916102759068007,0.9715517289159038,0.20889738102853297
0.08503070862340435,0.060139190073626024,0.10992222717318269,0.9149692913744761,0.9704151468578914,0.21306544532030822
0.08232501067222125,0.05827715355659732,0.1063728677878452,0.917674989325721,0.9727160696096014,0.2053137724749744
0.08488604371687496,0.05930378161634601,0.11046830581740391,0.9151139562810051,0.9707452329517408,0.2113887349292636
