HTER,FAR,FRR,Balanced Accuracy,AUC,loss
0.22204270521598768,0.28702747363282094,0.15705793679915445,0.7779572947680728,0.8568134199322641,0.47841442979574206
0.1842321862825722,0.3394959718715662,0.0289684006935782,0.8157678136996895,0.940063605845147,0.2562759056776762
0.17034924423675724,0.31770295390232356,0.02299553457119094,0.8296507557466724,0.9575913410779169,0.18005273535847663
0.15975168701023187,0.2982854781761738,0.021217895844289972,0.8402483129742131,0.9678302059885895,0.14677110302001237
0.1416993291335287,0.26337533564724486,0.02002332261981252,0.8583006708527277,0.974527771465608,0.12763847551345825
0.13328496636920756,0.24829580662587317,0.018274126112541967,0.86671503361784,0.9789741221863537,0.11618972030207515
0.11901297518101711,0.22071885971692637,0.01730709064510784,0.8809870248074614,0.9824016975404777,0.10657703869342804
0.10950628958882742,0.20264408178035073,0.016368497397304126,0.8904937104005912,0.9851394851749088,0.09785202788673342
0.09803232011675071,0.1811609171471637,0.014903723086337728,0.9019676798737878,0.9883701968627557,0.08862664430700243
0.08822740836323156,0.16153687253031018,0.014917944196152937,0.9117725916283203,0.9904362992426786,0.08188899521082639
0.07332667726329295,0.13457963229347453,0.012073722233111385,0.9266733227296713,0.9930462959138049,0.07105625808443874
0.06775980164746227,0.12321834330476984,0.012301259990154708,0.9322401983460871,0.9939815564103132,0.06644528988152743
0.05835152108242277,0.10586655648565724,0.01083648567918831,0.941648478912033,0.9956590965612415,0.05870257834643126
0.05396265775173511,0.09791365419356396,0.01001166130990626,0.9460373422431372,0.9962227405986317,0.05422989032678306
0.04392382328303144,0.07911588513952532,0.008731761426537562,0.9560761767128207,0.9971492814485361,0.04796282574404031
0.037669092179485886,0.0678578805961725,0.007480303762799279,0.9623309078169566,0.997933095644663,0.04153280649678782
0.03230800551118586,0.05804585828774573,0.006570152734625983,0.9676919944857698,0.9982799837941039,0.03816925032539293
0.027378014410753878,0.049266680432837565,0.005489348388670194,0.9726219855866629,0.9986253788885842,0.03350119314193726
0.026546496631354093,0.047717413752559654,0.005375579510148532,0.9734535033661434,0.9987990381453526,0.03182700730646029
0.021933106623502095,0.03914480478835521,0.004721408458648975,0.9780668933744427,0.9990456837744903,0.02794797538812272
0.019258921074289934,0.03439372030216962,0.004124121846410249,0.9807410789239046,0.9992728418417118,0.024807481375755742
0.01687512553473325,0.030365626933447052,0.003384624136019446,0.9831248744636745,0.9994836262442287,0.022118407786171884
0.015851259974444948,0.028403222471761698,0.0032992974771281994,0.9841487400240647,0.9994677762136548,0.02124241251065396
0.01433977720541097,0.02582111133796518,0.002858443072856759,0.9856602227932352,0.9995197694841822,0.019580004329420628
0.011638654976507888,0.020760173515724005,0.002517136437291773,0.9883613450224021,0.9997011025881133,0.01700835512257181
0.011471375536987594,0.020553604625020285,0.002389146448954903,0.988528624461934,0.9996695303142563,0.016110613574553283
0.009633949983760121,0.01724850237376074,0.0020193975937595012,0.9903660500153348,0.9997649764046789,0.014620384788932279
0.008766879429822315,0.01569923569348283,0.0018345231661618005,0.9912331205693539,0.9998108814186285,0.013325072068884038
0.008513910533027564,0.015079529021371666,0.0019482920446834626,0.9914860894661799,0.9998028616644876,0.013076835367036983
0.0069844699775329705,0.012290848996871426,0.0016780909581945152,0.9930155300218204,0.9998631464207524,0.011776439761952497
